SERIE,GENERO,RANGO_EDAD,RANGO_SALARIAL,CATEGORIA,SEGMENTO_GRUPO_FAMILIAR,SEGMENTO_POBLACIONAL,PIRAMIDE_NUEVA,EMPRESA_FOCO,CIUDAD_AFILIADO,HOTELES,PISCILAGO,DROGUERIA,AGENCIAS,VIVIENDA
460953,M,36 a 45 años,Entre 4 y 6 SMLV,ZETA,LAMBDA,ETA,XI,EMP_000002,BOGOTA D.C.,NO,NO,NO,NO,NO
461003,M,Mayor de 55 años,Entre 1 y 1.5 SMLV,SIGMA,IOTA,TAU,OMEGA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
461053,F,20 a 35 años,Entre 1.5 y 2 SMLV,SIGMA,LAMBDA,ETA,UPSILON,EMP_000001,,NO,NO,NO,NO,NO
461103,F,Mayor de 55 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,ETA,EMP_000001,,NO,NO,NO,NO,NO
461153,M,46 a 55 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,PI,DELTA,EMP_000001,MOSQUERA,NO,NO,NO,NO,NO
461203,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,XI,EMP_000002,,NO,NO,NO,NO,NO
461253,M,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,PI,UPSILON,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
461303,M,36 a 45 años,Entre 1.5 y 2 SMLV,SIGMA,RHO,PI,DELTA,EMP_000001,,NO,NO,NO,NO,NO
461353,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,ETA,EMP_000001,,NO,NO,NO,NO,NO
461403,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,BETA,EMP_000001,,NO,NO,NO,NO,NO
461453,F,36 a 45 años,Menor al SMLV,SIGMA,RHO,TAU,ETA,EMP_000001,,NO,NO,NO,NO,NO
461503,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,XI,EMP_000002,,NO,NO,NO,NO,NO
461553,M,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,ETA,EMP_000001,,NO,NO,NO,NO,NO
461603,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,BETA,EMP_000001,,NO,NO,NO,NO,NO
461653,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,CHI,PI,UPSILON,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
461703,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,ETA,EMP_000001,,NO,NO,NO,NO,NO
461753,F,20 a 35 años,Entre 1.5 y 2 SMLV,PI,LAMBDA,ETA,UPSILON,EMP_000001,,NO,NO,NO,NO,NO
461803,M,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,ETA,EMP_000001,MELGAR,NO,NO,NO,NO,NO
461853,M,20 a 35 años,Entre 2 y 2.5 SMLV,PI,LAMBDA,ETA,XI,EMP_000002,BOGOTA D.C.,NO,NO,NO,NO,NO
461903,M,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,DELTA,EMP_000001,,NO,NO,NO,NO,NO
461953,F,Mayor de 55 años,Entre 2 y 2.5 SMLV,SIGMA,LAMBDA,PI,KAPPA,EMP_000001,,NO,NO,NO,NO,NO
462003,F,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,XI,EMP_000002,,NO,NO,NO,NO,NO
462053,F,36 a 45 años,Entre 1.5 y 2 SMLV,PI,RHO,PI,ETA,EMP_000001,,NO,NO,NO,NO,NO
462103,F,20 a 35 años,Menor al SMLV,SIGMA,RHO,TAU,ETA,EMP_000001,,NO,NO,NO,NO,NO
462153,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,DELTA,EMP_000001,,NO,NO,NO,NO,NO
462203,M,20 a 35 años,Entre 2 y 2.5 SMLV,PI,LAMBDA,ETA,XI,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
462253,M,Menor de 19 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,XI,EMP_000001,,NO,NO,NO,NO,NO
462303,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,BETA,EMP_000001,,NO,NO,NO,NO,NO
462353,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,ETA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
462403,M,Mayor de 55 años,Menor al SMLV,SIGMA,RHO,TAU,ETA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
462453,F,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,EPSILON,TAU,OMEGA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
462503,M,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,UPSILON,EMP_000001,SOACHA,NO,NO,NO,NO,NO
462553,F,36 a 45 años,Entre 1 y 1.5 SMLV,PI,IOTA,TAU,LAMBDA,EMP_000001,,NO,NO,NO,NO,NO
462603,F,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,PI,UPSILON,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
462653,F,Mayor de 55 años,Entre 4 y 6 SMLV,ZETA,CHI,PI,UPSILON,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
462703,M,20 a 35 años,Entre 1 y 1.5 SMLV,PI,LAMBDA,ETA,BETA,EMP_000001,,NO,NO,NO,NO,NO
462753,M,Menor de 19 años,,MU,THETA,OMEGA,OMICRON,EMP_000001,,NO,NO,NO,NO,NO
462803,F,46 a 55 años,Entre 1 y 1.5 SMLV,SIGMA,IOTA,TAU,ETA,EMP_000001,,NO,NO,NO,NO,NO
462853,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,XI,EMP_000001,,NO,NO,NO,NO,NO
462903,M,20 a 35 años,Entre 4 y 6 SMLV,ZETA,CHI,PI,XI,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
462953,M,Mayor de 55 años,Entre 3 y 4 SMLV,SIGMA,IOTA,PI,KAPPA,EMP_000001,,NO,NO,NO,NO,NO
463003,F,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,PI,ETA,EMP_000001,,NO,NO,NO,NO,NO
463053,F,20 a 35 años,,MU,THETA,OMEGA,OMICRON,EMP_000001,,NO,NO,NO,NO,NO
463103,M,46 a 55 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,PI,DELTA,EMP_000001,,NO,NO,NO,NO,NO
463153,F,20 a 35 años,Entre 2 y 2.5 SMLV,PI,LAMBDA,ETA,UPSILON,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
463203,F,20 a 35 años,Entre 3 y 4 SMLV,ZETA,LAMBDA,ETA,XI,EMP_000002,,NO,NO,NO,NO,NO
463253,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,ETA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
463303,M,36 a 45 años,Entre 3 y 4 SMLV,PI,RHO,PI,DELTA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
463353,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,ETA,EMP_000001,,NO,NO,NO,NO,NO
463403,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,DELTA,EMP_000001,,NO,NO,NO,NO,NO
463453,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,ETA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
463503,M,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,XI,EMP_000002,,NO,NO,NO,NO,NO
463553,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,BETA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
463603,M,46 a 55 años,Entre 1.5 y 2 SMLV,SIGMA,LAMBDA,PI,ETA,EMP_000001,,NO,NO,NO,NO,NO
463653,M,36 a 45 años,Entre 8 y 10 SMLV,ZETA,IOTA,PI,XI,EMP_000002,,NO,NO,NO,NO,NO
463703,F,46 a 55 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,ETA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
463753,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,PI,DELTA,EMP_000001,ZIPAQUIRA,NO,NO,NO,NO,NO
463803,F,36 a 45 años,Menor al SMLV,SIGMA,RHO,TAU,ETA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
463853,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,UPSILON,EMP_000001,,NO,NO,NO,NO,NO
463903,F,36 a 45 años,Entre 10 y 20 SMLV,ZETA,LAMBDA,PI,XI,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
463953,M,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,PI,DELTA,EMP_000001,,NO,NO,NO,NO,NO
464003,M,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,XI,EMP_000002,BOGOTA D.C.,NO,NO,NO,NO,NO
464053,M,Mayor de 55 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,KAPPA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
464103,F,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,PI,PSI,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
464153,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,CHI,PI,ETA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
464203,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,ETA,EMP_000001,COTA,NO,NO,NO,NO,NO
464253,M,20 a 35 años,Entre 2.5 y 3 SMLV,PI,LAMBDA,ETA,XI,EMP_000002,BOGOTA D.C.,NO,NO,NO,NO,NO
464303,F,20 a 35 años,Entre 1 y 1.5 SMLV,PI,LAMBDA,ETA,BETA,EMP_000001,,NO,NO,NO,NO,NO
464353,M,46 a 55 años,Entre 1 y 1.5 SMLV,SIGMA,EPSILON,TAU,XI,EMP_000002,BOGOTA D.C.,NO,NO,NO,NO,NO
464403,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,CHI,TAU,ETA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
464453,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,UPSILON,EMP_000001,,NO,NO,NO,NO,NO
464503,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,EPSILON,TAU,XI,EMP_000002,BOGOTA D.C.,NO,NO,NO,NO,NO
464553,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,BETA,EMP_000001,,NO,NO,NO,NO,NO
464603,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,ETA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
464653,M,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,ETA,EMP_000001,,NO,NO,NO,NO,NO
464703,M,36 a 45 años,Entre 1.5 y 2 SMLV,SIGMA,RHO,PI,ETA,EMP_000001,,NO,NO,NO,NO,NO
464753,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,UPSILON,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
464803,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,UPSILON,EMP_000001,GACHANCIPA,NO,NO,NO,NO,NO
464853,M,36 a 45 años,Entre 2 y 2.5 SMLV,PI,LAMBDA,ETA,DELTA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
464903,M,20 a 35 años,Entre 1.5 y 2 SMLV,SIGMA,EPSILON,PI,UPSILON,EMP_000001,,NO,NO,NO,NO,NO
464953,M,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,EPSILON,PI,ETA,EMP_000001,,NO,NO,NO,NO,NO
465003,M,36 a 45 años,Entre 2 y 2.5 SMLV,PI,RHO,PI,UPSILON,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
465053,M,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,EPSILON,TAU,UPSILON,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
465103,M,20 a 35 años,Entre 6 y 8 SMLV,ZETA,LAMBDA,ETA,UPSILON,EMP_000001,,NO,NO,NO,NO,NO
465153,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,UPSILON,EMP_000001,,NO,NO,NO,NO,NO
465203,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,DELTA,EMP_000001,,NO,NO,NO,NO,NO
465253,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,OMEGA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
465303,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,OMEGA,EMP_000001,,NO,NO,NO,NO,NO
465353,M,Mayor de 55 años,Entre 1 y 1.5 SMLV,SIGMA,EPSILON,PI,OMEGA,EMP_000001,,NO,NO,NO,NO,NO
465403,M,Mayor de 55 años,Entre 1 y 1.5 SMLV,SIGMA,EPSILON,PI,DELTA,EMP_000001,,NO,NO,NO,NO,NO
465453,M,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,BETA,EMP_000001,,NO,NO,NO,NO,NO
465503,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,BETA,EMP_000001,,NO,NO,NO,NO,NO
465553,F,46 a 55 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,ETA,EMP_000001,,NO,NO,NO,NO,NO
465603,F,20 a 35 años,Entre 6 y 8 SMLV,ZETA,LAMBDA,ETA,XI,EMP_000001,,NO,NO,NO,NO,NO
465653,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,PI,XI,EMP_000001,,NO,NO,NO,NO,NO
465703,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,ETA,EMP_000001,MOSQUERA,NO,NO,NO,NO,NO
465753,F,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,DELTA,EMP_000001,,NO,NO,NO,NO,NO
465803,F,46 a 55 años,Entre 1 y 1.5 SMLV,SIGMA,EPSILON,TAU,UPSILON,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
465853,M,46 a 55 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,OMEGA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
465903,F,Mayor de 55 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,UPSILON,EMP_000001,,NO,NO,NO,NO,NO
465953,F,Mayor de 55 años,Menor al SMLV,SIGMA,LAMBDA,TAU,ETA,EMP_000001,,NO,NO,NO,NO,NO
466003,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,XI,EMP_000001,,NO,NO,NO,NO,NO
466053,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,UPSILON,EMP_000001,,NO,NO,NO,NO,NO
466103,M,20 a 35 años,,MU,THETA,OMEGA,OMICRON,EMP_000001,,NO,NO,NO,NO,NO
466153,M,20 a 35 años,Menor al SMLV,SIGMA,LAMBDA,TAU,ETA,EMP_000001,,NO,NO,NO,NO,NO
466203,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,PI,DELTA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
466253,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,XI,EMP_000002,BOGOTA D.C.,NO,NO,NO,NO,NO
466303,M,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,ETA,EMP_000001,,NO,NO,NO,NO,NO
466353,F,20 a 35 años,Entre 3 y 4 SMLV,PI,LAMBDA,ETA,UPSILON,EMP_000001,,NO,NO,NO,NO,NO
466403,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,ETA,EMP_000001,,NO,NO,NO,NO,NO
466453,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,XI,EMP_000002,,NO,NO,NO,NO,NO
466503,F,46 a 55 años,Entre 1 y 1.5 SMLV,SIGMA,CHI,TAU,DELTA,EMP_000001,,NO,NO,NO,NO,NO
466553,M,46 a 55 años,Entre 10 y 20 SMLV,ZETA,LAMBDA,PI,XI,EMP_000002,,NO,NO,NO,NO,NO
466603,M,46 a 55 años,Entre 8 y 10 SMLV,ZETA,IOTA,PI,XI,EMP_000002,BOGOTA D.C.,NO,NO,NO,NO,NO
466653,M,Mayor de 55 años,Entre 1 y 1.5 SMLV,SIGMA,IOTA,TAU,KAPPA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
466703,F,46 a 55 años,Menor al SMLV,SIGMA,LAMBDA,TAU,ETA,EMP_000001,COTA,NO,NO,NO,NO,NO
466753,M,36 a 45 años,Entre 4 y 6 SMLV,ZETA,LAMBDA,PI,XI,EMP_000002,GIRARDOT,NO,NO,NO,NO,NO
466803,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,UPSILON,EMP_000001,,NO,NO,NO,NO,NO
466853,M,46 a 55 años,Menor al SMLV,SIGMA,EPSILON,TAU,ETA,EMP_000001,,NO,NO,NO,NO,NO
466903,F,Mayor de 55 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,ETA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
466953,F,20 a 35 años,Menor al SMLV,SIGMA,LAMBDA,TAU,ETA,EMP_000001,,NO,NO,NO,NO,NO
467003,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,ETA,EMP_000001,,NO,NO,NO,NO,NO
467053,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,UPSILON,EMP_000001,,NO,NO,NO,NO,NO
467103,F,20 a 35 años,Entre 1.5 y 2 SMLV,SIGMA,EPSILON,PI,UPSILON,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
467153,F,Mayor de 55 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,DELTA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
467203,F,Menor de 19 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,XI,EMP_000001,,NO,NO,NO,NO,NO
467253,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,BETA,EMP_000001,,NO,NO,NO,NO,NO
467303,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,BETA,EMP_000001,,NO,NO,NO,NO,NO
467353,M,20 a 35 años,Entre 1 y 1.5 SMLV,PI,LAMBDA,ETA,ETA,EMP_000001,SOACHA,NO,NO,NO,NO,NO
467403,F,36 a 45 años,Entre 1.5 y 2 SMLV,SIGMA,RHO,PI,ETA,EMP_000001,SOACHA,NO,NO,NO,NO,NO
467453,M,Mayor de 55 años,Menor al SMLV,SIGMA,IOTA,TAU,KAPPA,EMP_000001,,NO,NO,NO,NO,NO
467503,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,DELTA,EMP_000001,,NO,NO,NO,NO,NO
467553,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,XI,EMP_000001,,NO,NO,NO,NO,NO
467603,M,20 a 35 años,Entre 2 y 2.5 SMLV,PI,LAMBDA,ETA,UPSILON,EMP_000001,,NO,NO,NO,NO,NO
467653,M,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,EPSILON,TAU,DELTA,EMP_000001,SOACHA,NO,NO,NO,NO,NO
467703,M,Mayor de 55 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,ETA,EMP_000001,CHIA,NO,NO,NO,NO,NO
467753,M,Mayor de 55 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,PI,KAPPA,EMP_000001,,NO,NO,NO,NO,NO
467803,M,46 a 55 años,Entre 3 y 4 SMLV,PI,EPSILON,PI,ETA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
467853,M,46 a 55 años,Menor al SMLV,SIGMA,LAMBDA,TAU,ETA,EMP_000001,VILLA DE SAN DIEGO DE UBATE,NO,NO,NO,NO,NO
467903,M,20 a 35 años,Entre 2 y 2.5 SMLV,PI,LAMBDA,ETA,ETA,EMP_000001,,NO,NO,NO,NO,NO
467953,M,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,CHI,PI,OMEGA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
468003,F,46 a 55 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,OMEGA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
468053,M,46 a 55 años,Entre 1 y 1.5 SMLV,SIGMA,EPSILON,TAU,UPSILON,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
468103,M,Mayor de 55 años,Entre 6 y 8 SMLV,ZETA,RHO,PI,XI,EMP_000002,BOGOTA D.C.,NO,NO,NO,NO,NO
468153,M,36 a 45 años,Menor al SMLV,SIGMA,LAMBDA,TAU,ETA,EMP_000001,,NO,NO,NO,NO,NO
468203,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,ETA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
468253,F,20 a 35 años,Menor al SMLV,SIGMA,RHO,TAU,DELTA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
468303,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,ETA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
468353,F,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,EPSILON,PI,DELTA,EMP_000001,,NO,NO,NO,NO,NO
468403,F,Mayor de 55 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,KAPPA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
468453,F,46 a 55 años,Entre 4 y 6 SMLV,ZETA,LAMBDA,PI,XI,EMP_000002,BOGOTA D.C.,NO,NO,NO,NO,NO
468503,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,THETA,TAU,ETA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
468553,M,20 a 35 años,Entre 4 y 6 SMLV,ZETA,RHO,PI,UPSILON,EMP_000001,,NO,NO,NO,NO,NO
468603,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,UPSILON,EMP_000001,,NO,NO,NO,NO,NO
468653,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,BETA,EMP_000001,,NO,NO,NO,NO,NO
468703,F,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,DELTA,EMP_000001,,NO,NO,NO,NO,NO
468753,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,DELTA,EMP_000001,GIRARDOT,NO,NO,NO,NO,NO
468803,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,ETA,EMP_000001,MOSQUERA,NO,NO,NO,NO,NO
468853,M,20 a 35 años,Entre 4 y 6 SMLV,ZETA,RHO,PI,XI,EMP_000002,BOGOTA D.C.,NO,NO,NO,NO,NO
468903,M,46 a 55 años,Entre 1 y 1.5 SMLV,SIGMA,EPSILON,TAU,XI,EMP_000002,,NO,NO,NO,NO,NO
468953,M,20 a 35 años,Entre 4 y 6 SMLV,ZETA,LAMBDA,ETA,XI,EMP_000002,,NO,NO,NO,NO,NO
469003,F,20 a 35 años,Entre 2 y 2.5 SMLV,PI,RHO,PI,XI,EMP_000002,BOGOTA D.C.,NO,NO,NO,NO,NO
469053,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,UPSILON,EMP_000001,,NO,NO,NO,NO,NO
469103,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,ETA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
469153,M,46 a 55 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,UPSILON,EMP_000001,SOACHA,NO,NO,NO,NO,NO
469203,M,20 a 35 años,Menor al SMLV,SIGMA,LAMBDA,TAU,ETA,EMP_000001,,NO,NO,NO,NO,NO
469253,M,Mayor de 55 años,Entre 1 y 1.5 SMLV,SIGMA,EPSILON,TAU,ETA,EMP_000001,SOACHA,NO,NO,NO,NO,NO
469303,M,46 a 55 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,ETA,EMP_000001,,NO,NO,NO,NO,NO
469353,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,BETA,EMP_000001,,NO,NO,NO,NO,NO
469403,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,UPSILON,EMP_000001,,NO,NO,NO,NO,NO
469453,M,36 a 45 años,Entre 10 y 20 SMLV,ZETA,IOTA,PI,XI,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
469503,M,46 a 55 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,PI,DELTA,EMP_000001,SOACHA,NO,NO,NO,NO,NO
469553,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,ETA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
469603,F,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,ETA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
469653,F,Mayor de 55 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,KAPPA,EMP_000001,,NO,NO,NO,NO,NO
469703,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,DELTA,EMP_000001,,NO,NO,NO,NO,NO
469753,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,XI,EMP_000002,,NO,NO,NO,NO,NO
469803,M,Mayor de 55 años,Menor al SMLV,SIGMA,LAMBDA,TAU,OMEGA,EMP_000001,GIRARDOT,NO,NO,NO,NO,NO
469853,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,UPSILON,EMP_000001,,NO,NO,NO,NO,NO
469903,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,ETA,EMP_000001,,NO,NO,NO,NO,NO
469953,M,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,ETA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
470003,F,36 a 45 años,Menor al SMLV,SIGMA,RHO,TAU,OMEGA,EMP_000001,,NO,NO,NO,NO,NO
